Id,Label,Text
296,positive,"obrolan santai menarik abraham slamet, jk, jokowi, anis baswedan, ganjar #matanajwametrotv"
297,positive,"Anis baswedan , jokowi , ganjar pranowo , JK , abraham samad inspirasi indonesia  Keren !!! #matanajwametrotv"
298,positive,para pemimpin yg luar biasa #MataNajwaMetroTv
299,positive,"Kerendahan, kesederhanaan pak jokowi ini patut di tiru #matanajwametrotv"
300,positive,Seru nih Dahlan Iskan dan ketua DPR #matanajwametroTV
301,positive,Desa Bebas Rokok yg sangat menginspirasi dan ternyata ada. Luar biasa #MataNajwaMetroTV
302,positive,Selalu dan masih terinspirasi dengan cinta BJH dan HAB #matanajwaMetroTV http://myloc.me/8DDtO
303,positive,Selalu memberikan banyak inspirasi #matanajwaMetroTV
304,positive,Narasumber yang luar biasa #matanajwaMetroTV
305,positive,Cie yg lg ada job di @MataNajwa
306,negative,setelah nonton mata najwa soal radikalisme di @Metro_TV langsung keluar berita tersebut. Seram
307,negative,"Mata Najwa acara sampah, yg cuman memperkeruh suasana. Gue sbg pelajar mending pilih ILC. @MataNajwa @NajwaShihab @Metro_TV"
308,negative,kata aneh lagi diacara mata najwa metrotv mengajarkan Islam kepada umat Islam dikatakan Islamisi lebih edan lagi tokoh Islam manggut2
309,negative,ILC mendinginkan Mata Najwa memprovokasi Metro tv emang tv sampah ga bosan2 memojokan islam ! Metro tv perusak pancasila
310,negative,"Laporkan metro tv ke kpi, metro itu stres mata najwa selalu kalah oleh ILC"
311,negative,KECEWA MATA NAJWA MALAM INI TIDAK BERMUTU!! NARASI NAJWA BUKTI DIA GA NGERTI MASALAH KARENA KEBERPIHAKAN JADILAH KEBODOHAN
312,negative,"@Metro_TV untuk acara Mata najwa, host nya @NajwaShihab JANGAN SUKA MENYELA PEMBICARAAN ORANG KALAU BELUM SELESAI. GAK SOPAN"
313,negative,Jadi emosi & sakit hati nonton mata najwa @metro tv. Ganti chanel masakan aja
314,negative,"MASA DARI ISIS MIMIN ITU BOM KP. MELAYU, MAAF KATANYA ISIS ORGANISASI APA IKUT ORGANISASI MBAK MATA NAJWA? BETULKAH ITU MIMIN?"
315,negative,"fotonya kok @Pak_JK , yg integritasnya tdk jelas. Merusak reputasi Mata Najwa aja"
316,negative,gara2 di bantai teman sendiri sesama anggota DPR di mata najwa lu langsung benci metro TV
317,negative,@Metro_TV Muak melihat kesombongan FZ di acara live Mata Najwa
318,negative,"males lihat @Metro_TV biarpun yg datang org nomor satu dunia, ogah. @Metro_TV dan pembawa acara mata najwa sdh dicontreng hitam"
319,negative,"keseringan masuk @Metro_TV dan bergaul sama mata najwa, engga diapa-apain ngadu2"
320,positive,Metro_TV Mata Najwa: Pancasila Punya Kita http://metrotvn.ws/zNAj3qeb
321,positive,"Selera gue ini gatau akhir2 ini suka banget nonton metro tv kalo ga kick andy mata najwa, selera menua"
322,positive,Mantap Mata Najwa. Pasti seru nih
323,positive,Sahabat2.. yuk nonton Mata Najwa di Metro TV bersama Ketua Umum DPP PKB
324,positive,Suarakan terus kebenaran Mata Najwa
325,negative,"Nyetel metro tv mata najwa debat kemaren Bikin kesel masalah rumah, coba cek skrg msh ada ga itu rumah di webnya"
326,negative,"waktu awal sandi muncul sbg cawagub di metro tv dlm acara mata najwa, pak sandi sdh berbohong...."
327,negative,Ini Kesaksian Mengejutkan Pendukung Anies Yang Merasa Tertipu Di Acara Mata Najwa. MENIPU @Metro_TV @MataNajwa
328,negative,"#MataNajwaDebatJakarta  Di kandang Ahok, Metro TV, dan mata Najwa  Mereka bagaikan sampah yg berserakan Anies pilihanku  Pasti"
329,negative,Katanya boikot MetroTV tp kok ngintip Mata Najwa
330,negative,"Malas lihat Anies, bawa sial aja ini orang, lebih baik lihat Ahok aja di Mata Najwa"
331,negative,Nonton Mata Najwa @Metro_TV gw liat Anies ngomong bikin ngantuk #anaktangsel
332,negative,mata najwa  selalu menuduh menjelekan lawan memfonis lawan
333,negative,"Liat Mata Najwa @Metro_TV males, diskusi @basuki_btp sama @aniesbaswedan ga imbang.. salah satunya jualan mimpi"
334,negative,kayaknya mata Najwa mengadu domba kedua cagub di putaran 2 Pilkada DKI nih...
335,negative,"gak mungkin saya di penjara, saksinya aja palsu kok. Kata pak Ahok  #TerbuktiTeruji #MataNajwaMetroTv"
336,negative,"pak anis pak anis, rekaman 2 thn lalu msh disimpan loh sm metrotv  gak malu ya nelen ludah sendri? #MataNajwaMetroTv"
337,negative,Sebagus apapun sistem ketika yang menjalankan orang yg tidak baik. Maka jadilah sistem itu tidak baik pula #matanajwametrotv
338,negative,"Ridwan Bae tai  Tampang aja udah ngeselin, ayo mbk nana bully trus si Bae,, #MataNajwaMETROTV"
339,negative,Miris liat pengaturan skor di sepakbola indonesia  #matanajwametrotv
340,negative,"Dahulu pemuda berperang melawan penjajah, sekarang pemuda melawan kebiasaan buruk yang tak kunjung berubah #matanajwametrotv"
