Id,Label,Text
111,positive,"Sy dukung bunda Maia, benar apa yg dikatakan bunda Maia masih banyak orang-orang ini jadi tukang nyinyir. Pemerintah sdh berjibaku dg segala upaya mengatasi wabah covid 19 tapi tidak dihargai oleh  para tukang nyinyir. Covid 19 ini bukan di Indonesia saja, tapi masalah global. https://twitter.com/MAIAsangJUARA/status/1248214425594519552Â â€¦"
112,positive,"Sy blm prnah denger presiden nyatakan ""tolak"" lock-down.
Yg Jkw utarakan ""sy blm berpikir ttg lock-down"".

sy artikan;
Pemerintah blm lakukan lock-dowm, karena situasi dampak sosekpolbud dari covid-19 dapat terkendali."
113,positive,"Subhanallah, semoga kita dan seluruh masyarakat Indonesia taat terhadap instguksi dan himbauan Pemerintah untuk tetap dirumah, semoga Allah senantiasa melindungi bangsa Indonesia dan segera mengangkat Virus Covid 19 ini aamiin"
114,positive,"Srsly cem~ dari awal gua ga sreg kalo ngadain lockdown... kalo pemerintah ngelockdown tuh bakal ada dampak +/- juga sih~~ (+) ya okelah buat kesehatan (-) jadi ga produktif blm lagi bkl berdampak ke ekonomi, sosial, politik, geografis, dsb deh ujung""nya salah jkw pulak zzz "
115,positive,"Social distancing dulu ngikutin anjuran pemerintah. Lha wes piye, CFD gak ada, SUNMORI juga sepi,  ya sudahlah stay at home sementara waktu, sambil lihat perkembangan #covid_19 , mudah2an Indonesia segera membaik.â€¦ https://www.instagram.com/p/B9v0TMjnqOS/?igshid=85tnblt472qeÂ â€¦"
116,positive,"Sobat, Wabah Covid-19 masih melanda Indonesia, jadi tetaplah tinggal di rumah sesuai anjuran pemerintah, serta jangan lupa terapkan perilaku hidup bersih dan sehat (PHBS) ya!

Salah satu cara menjaga kesehatan sobatâ€¦ https://www.instagram.com/p/B-ipJs1nWdT/?igshid=1sruejfqcus7xÂ â€¦"
117,positive,"Smoga badai Covid-19 ini cepat beralu, & bangsa Indonesia, bisa beraktifitas secara normal kembali. Semangat Pak @jokowi ! selamat bekerja untuk Indonesia, dan semoga masyarakat mendukung (sesuai peran masing) kerja pemerintah dalam menghadapi wabah ini.

https://news.detik.com/berita/d-4947172/jokowi-pesan-2-juta-obat-avigan-3-juta-klorokuin-untuk-kesembuhan-pasien-corona?tag_from=wp_beritautama&_ga=2.145387892.1933586448.1584689089-1854116917.1580472181Â â€¦"
118,positive,"smg kbr poitif ini akan mnjdi manfaat utk NKRI. 
rakyat d mhn sabar, tawakal & khusnudzon pd pemerintah..!!

Malaysia Telah Lockdown, Dampak Positif bagi Sawit Indonesia? https://m.wartaekonomi.co.id/berita279124/malaysia-telah-lockdown-dampak-positif-bagi-sawit-indonesiaÂ â€¦"
119,positive,Situ mah enak minta lockdown ..nah kita udah sebulan drmah tanpa ada penghasilan .orang orang di Negara ini jga butuh makan..beda ma yg idup nya dluar negeri bsa enteng amjurin ini itu tanpa mau mikir dampak nya.
120,positive,"Sibuk nyari kesalahan pemerintah. Ga rela banget kalau jumlah korban covid 19 di Indonesia lebih rendah dari negara lain. Kalau situ sama keluarga besar lo mau nambahin jumlah korban, silahkan. Ga usah ribut menyebarkan keresahan. Paham?!"
121,positive,"siapapun yg enteng bgt blg ""pemerintah harusnya ngelakuin lockdown aja"", pls kalian juga harus mikir ini berat banget buat pemerintah dan buat rakyat. apalagi buat rakyat yg ekonomi nya menengah kebawah. dampak yg timbul dari lockdown ini besar banget."
122,positive,Si Kadrun tdk mengerti dampak buruk Lock Down......  Atau mereka memancing agar pemerintah me lock down agar mereka bisa mengklaim pemerintah gagal.....!!
123,positive,"setuju. melihat kondisi ekonomi Indonesia dan mindset kebanyakan orgnya, dampak dr lockdown adlh krisis moneter yg ujung2nya kerusuhan ntar. drpd minta lockdown, mending kita jaga diri kita masing2, jaga kebersihan, jaga kesehatan. Itu adalah tanggung jawab kita. https://twitter.com/queensky021/status/1238687340253433858Â â€¦"
124,positive,"setuju, lockdown bkn soal pilih sehat/ekonomi, ada dampak sosial jg yg hrs dipikirin. Salah langkah bs kolaps ini negara."
125,positive,"Setuju dok.. Mari sama-sama kompak dan lawan COVID-19.. Indonesia bisa, semoga masyarakat bisa kompak dan selalu ikuti protokol kesehatan pemerintah, Aamiin #BuktikanSayangmu"
126,positive,"Setuju Bu... Lebih baik kita sebagai rakyat hanya mendukung dan berdoa agar Covid 19 segera musnah dari muka bumi Indonesia. Kita sebagai rakyat tidak usah membabi buta membela, apalagi menghujat pemerintah biarkanlah pemerintah bekerja dengan usaha maksimalnya untuk rakyat!!!?"
127,positive,"Setuju banget sih ini!dari kemarin pada koar-koar doang apalagi diig bar-bar nya ga ketolongan.sampe ada yg bilang utang buat bangun jalanan aja bisa,masa buat rakyat ga bisa selama do lockdown ,banyak yg ga memikirkan dampak lain nya.slh"
128,positive,"Sering baca berita tentang perkembangan covid-19 dan tindakan pemerintah menanganinya. Namun sumbernya adalah detik, cnn indonesia, dan viva news. Yang masing2 pemiliknya bukan pro pemerintah. Jadilah berita yang melebih-lebihkan, hanya mencari sensasi dan terkesan membuat gaduh"
129,positive,"Serikat Media Siber Indonesia (SMSI) Pusat, Siap Mendukung Program Pemerintah Pusat Dalam Penanganan Covid 19. http://bewarajabar.com/serikat-media-siber-indonesia-smsi-pusat-siap-mendukung-program-pemerintah-pusat-dalam-penanganan-covid-19/Â â€¦pic.twitter.com/1HBgVQxyIB"
130,positive,"Sepertinya cuma di Indonesia.

Rakyat & pemerintah habisÂ²an berjuang menghadapi Covid-19, masih harus dihadapkan juga dengan opiniÂ² sesat para #PecundangPolitik.

Gagal menjegal di PILPRES, sekarang berusaha jatuhkan @jokowi dgn bermutasi :

Kampret -> Kadrun -> #VirusCongornapic.twitter.com/kvakMInuUg"
131,positive,"sepertinya bapak said ini berbicara bukan untuk kepentingan rakyat banyak,  jikalau lockdown diberlakukan dan ada chaos dampak yg sangat besar karena lockdown, orang ini diem ngilang,  trus ya mbacot lagi nyalahin pemerintah,"
132,positive,"Seneng bgt gw tinggal di Indonesia walaupun dalam keadaan krisis Covid-19 kayak sekarang karna semua kebutuhan terpenuhi, segala macem nya disediakan oleh pemerintah, tanpa harus menunggu bantuan dari yang lain. Terimakasih Bapak/i."
133,positive,"Semua punya dampak, LOCKDOWN blm tentu bisa atasi pandemik ini. Yg paling penting warganegara gak usah bawel, cukup itu aja sudah turut membantu melawan Corona. Disuruh diam dirumah jangan pada piknik.. Okeeehh"
134,positive,"Semua negara,sedang mengatasi covid-19...bukan hanya Indonesia,pemerintah sedang dan akan terus berjuang mengatasi covid 19...pelan tapi pasti covid 19 akan teratasi,....segala sesuatu butuh proses,..tidak instan..pemimin revolusioner,..tdk diperlukan"
135,positive,"Semua negara pasti mempunyai konflik sendiri mengenai penanganan Covid-19. Jgn merasa pemerintah Indonesia memberi respon paling buruk, krn bagaimana pun solusi dr pandemi ini brgantung pda kerjasama masyarakatnya jg."
136,positive,"Semua negara di Dunia sdng berjuang melawan COVID-19, Pemerintah Indonesia sdng brjuang dan kerja keras, asal kita brsatu, patuh, taat, dn percaya krn itu yg dibutuhkan Pemerintah. Jgn percaya Hoax dn cek sblm share
Kita yakin Indonesia akan melewati nya.
#DukungJokowiBasmiCorona"
137,positive,"Semua negara di Dunia sdng berjuang melawan COVID-19, Pemerintah Indonesia sdng brjuang dan kerja keras, asal kita brsatu, patuh, taat, dn percaya krn itu yg dibutuhkan Pemerintah. Jgn percaya Hoax dn cek sblm share
Kita yakin Indonesia akan melewati nya.
#DukungJokowiBasmiCorona"
138,positive,"Semoga wabah virus covid-19 ini bisa berakhir, di Indonesia bahkan seluruh dunia, karena kita udh tawakal, ikut aturan pemerintah #dirumahaja , cuci tangan setiap harinya, selebihnya hanya bisa pasrah Sama Allah SWT,"
139,positive,"Semoga situasi di Negara kita terkait merebaknya Wabah Corona Virus Disease 2019 (Covid-19) yg terjadi, segera pulih kembali. Aamiin YRA.

Aplus buat Pemerintah Indonesia dalam Pencegahan dan Penanganan Covid-19.â€¦ https://www.instagram.com/p/B-ZiB1pDAhq/?igshid=1k9mc3unrzborÂ â€¦"
140,positive,Semoga semua rakyat indonesia  mau mengikuti anjuran pemerintah ...semua ini demi kepentingan rakyat itu sendiri. Karena sebentar lagi saudara saudaraku umat muslim menghadapi bulan ramadhan dan perayaan Idul Fitri semoga pandemi covid-19 ini cepat berlalu .
141,positive,"Semoga Rakyat Indonesia mematuhi peraturan pemerintah, untuk melawan #Covid_19
#IndonesiaBisa
#DukungJokowiBasmiCoronahttps://twitter.com/sudjiwotedjo/status/1246323621875691520Â â€¦"
142,positive,Semoga pemerintah Jepang dan Indonesia bisa bekerja dengan baik dan bisa mengurangi resiko penyebaran Covid 19  #stayathome
143,positive,"Semoga pandemi Covid-19 ini segera berlalu & perekonomian dapat bergerak kembali. Amin.
Kita harus tetap yakin & percaya Pemerintah dibawah kepemimpinan pak @jokowi dapat mengambil keputusan2 yg baik utk seluruh rakyat Indonesia. Tugas kita mengikuti arahan2 dr Pemerintah.."
144,positive,Semoga masa sulit ini segera pulih kembali. Semoga para pemerintah selalu diberi kekuatan dan kesehatan sehingga kondisi Indonesia bisa teratasi dengan baik terkait Covid-19 ini#SemuaAdaDirumah
145,positive,Semoga kita semua spnuh hati bersama pemerintah tetap mnjunjung persatuan indonesia dlm menghadapi pandemi covid-19.
146,positive,"semoga Indonesia bisa segera pulih dari covid-19, warganya makin nurut sama pemerintah, pemerintah dan pemerintahannya makin bener, pokoknya yang terbaik buat Indonesia "
147,positive,"Semoga Gerombolan Politisi Busuk itu segera kena Virus Corona, Sehingga tidak ada lagi Gerombolan yang mengganggu Pemerintah Bekerja Keras menyelamatkan Bangsa Indonesia dari Covid-19
#DukungJokowiLawanCorona
#BersatuLawanCovid19 #StayAtHome #dirumahaja"
148,positive,"Alhamdulillah Indonesia masih Lebih baik Bila di Bandingkan Negara lain.. Marilah kita semua Bersatu Bersama pemerintah Untuk saling melengkapi dan saling berbagi pengetahuan didalam melakukan Pencegahan Covid -19, demi tercapainya Bangsa Ini Damai Aman Sejahtera.,"
149,positive,"Semoga Gerombolan Pejuang Lockdown itu segera kena Covid-19, sehingga tidak ada lagi yang mengganggu Kinerja Pemerintah untuk menyelamatkan Bangsa Indonesia dari Pandemi Covid-19
#DukungJokowiLawanCorona
#BersatuLawanCovid19
#dirumahaja #StayAtHome"
150,positive,"Aku mikir gini
Beberapa warga di Indonesia meminta lockdown. Saat dikasih libur dengan tanda kutip"" kegiatan dirumah"" Mereka malah jalan jalan hangout trus kalok mereka kenak covid 19 mereka nyalahin pemerintah. 
Plissss kurangi keluar rmh kalok gak perlu"
151,positive,Aku mengapresiasi Pemerintah Pusat yg bekerja serius. Mereka bukan Tuhan yg bisa mengerjakan semua dgn sempurna. Indonesia lebih baik dibanding dgn di UK yang menangani covid-19 itu dgn panic. Semoga Allah SWT selalu melindungan bangsa ini. Aamiin.
152,positive,"aksi penyelamatan bangsa yang di lakukan masyarakat indonesia patut menjadi contoh bagi yang lainya .agar sadar betapa pentingnya nya .
#Dukung pemerintah lawan covid 19 pic.twitter.com/TSMrF9f2Dc"
153,positive,"Semoga ditengah mewabahnya pandemik covid-19, masyarakat Indonesia bisa mengikuti arahan dari pemerintah sebagai cara menghentikan virus ini. 

Ayo tingkatkan kesehatan diri
#DirumahSaja"
154,positive,"Semoga di Indonesia sana Pemerintah segera sigap untuk mencegah semakin luasnya wabah COVID-19.
Saya percaya dengan Pemerintahan sekarang yg di pimpin Pak. Presiden @jokowipic.twitter.com/jTZ5OveWyn"
155,positive,"Semoga dengan adanya himbauan dari pemerintah Indonesia dan WHO, seluruh masyarakat Indonesia bisa paham dan tidak menganggap COVID-19 ini sebuah hal sepele."
156,positive,"Semoga covid-19 nya cepat berlalu dari bumi Indonesia, 
Bersama dukung pemerintah vs covid-19"
157,positive,"Semoga covid 19 segera hilang, semuanya sehat selalu, perekonomian bisa membaik, semua keadaan membaik, semoga rakyat indonesia bisa taat aturan yg diberikan pemerintah supaya bisa beraktitas kembali seperti semula"
158,positive,Di semua negara yg kena pandemi covid 19 rakyatnya bahu membahu dengan pemerintah negaranya ..cuma di Indonesia aja yang masih banyak yg NYINYIR dengan apa yg dikerjakan oleh Pemerintah
159,positive,Semoga bantuanya tepat pd sasaran bagi mereka yg berhak krn dampak ini dan semoga kasus #covid19 di DKI cepat reda dg diberlakukan PSBB. Seumpama PSBB ini gak ada hasilnya mungkin lockdown total bisa diterapkan soalnya klo kelamaan begini terus warga bisa menjerit dan nekat.
160,positive,"Semoga bangsa Indonesia terbebas dari Covid 19.
Tetap semangat dan dukung pemerintah memberantas Covid 19"
161,positive,"Semoga Allah SWT memberikan kesehatan buat pak menteri. Indonesia harus bersatu melawan Covid 19. Ayo jaga jarak, tetap di rumah selama himbauan dari pemerintah dan jaga kebersihan badan dan makan yg sehat. Insyaallah Indonesia BISA menang lawan Covid 19."
162,positive,"seluruh Warga Negara Indonesia (WNI) untuk taat kepada peraturan yang sudah ditetapkan negara, untuk mecegah dan menghindari dari Covid-19. Pemerintah saat ini telah memberlakukan aturan agar masyarakat tetap berada di rumah untuk memutus mata rantai penyebaran virus covid-19."
163,positive,Seluruh dunia sedang berduka termasuk Indonesia namun kaum politikus bajingan justru memprovokasi dengan tujuan menjatuhkan Pemerintah kemana naluri kemanusiaan para politikus politikus dan kita satu bangsa kita senasib dalam hidup untuk berusaha memerangi COVID-19 hrs sadar smua
164,positive,"Selamat pagi Indonesia,dengan meningkatnx kasus Covid-19 secara signifikan,mari sama"" mengikuti himabauan Pemerintah dengn tetap menggunakan Masker,rajin mencuci tangan dengan sabun dan tetap Jaga Jarak Aman...
#DukungJokowiBasmiCorona
#PhysicalDistancing"
165,positive,"Selamat kan bangsa dari covid-19 mas jenengan pripun to kleru niku,
Covid-19 menyerang banyak negara bukan Indonesia saja, 
Ayo bersama pemerintah lawan covid-19."
166,positive,"Sekarang semua provinsi di indonesia terjangkit covid 19 so please ikuti anjuran pemerintah demi org"" yg kita sayangi #DiRumahAjaDulu #janganmudikdulu #SocialDistancing"
167,positive,Sekarang rakyat cuma bisa membantu pemerintah untuk diam #dirumahaja. Dan untuk pemerintah Tolong Tolong Tolong usahakan sebaik dan secepat mungkin sembuhkan negara kesatuan republik Indonesia dari Covid-19.
168,positive,"Sekarang gini aja deh gua tanya,,pemerintah sudah edukasi sma warga,lalu ada korban meninggal dunia karena covid.19 ( mudah2an bukan kamu ) dan pemakamnya di tolak sama warga..tarolah pemerintah diam saja..pasti km juga akan protes to??udah lah,ngga usah di plintir.."
169,positive,"Sekarang gini aja deh gua tanya,,pemerintah sudah edukasi sma warga,lalu ada korban meninggal dunia karena covid.19 ( mudah2an bukan kamu ) dan pemakamnya di tolak sama warga..tarolah pemerintah diam saja..pasti km juga akan protes to??udah lah,ngga usah di plintir.."
170,positive,"Sekang ini hentikan kritik pemerintah , mari kita pokus perangi penyebaran virus Corona atau covid 19. Bantu pemerintah demi keselamatan rakyat Indonesia  itu sikap partai Demokrat. 8-4-2020  https://twitter.com/BMIjatim_/status/1248144694711742465Â â€¦"
171,positive,"Sejak 2 Maret anda sdh menyerukan lockdown
 
Skrg 10 April anda masih lokdan lokdon

SUDAH hitung dampak sosial ekonomi & politiknya JIKA lockdown dr tgl 2/3 - 10/4 ?

Nyatanya smp skrg Indonesia tdk separah perhitungan anda

Biarkan Indonesia mengatasi corona dng caranya sendiri"
172,positive,"Sehubungan dengan kondisi yang saat ini sedang masyarakat Indonesia alami, ada baiknya untuk kita sebagai masyarakat Indonesia mendukung pemerintah untuk mencegah adanya penyebaran COVID-19. pic.twitter.com/4t6gaEgp8P"
173,positive,"Sehat selalu Pak BTP.
Tuhan Yesus memberkati semua niat dan ketulusan hatimu untuk bangsa Indonesia ini.

Saat kita bergandeng tangan demi melawan covid 19 ini...tdk usah saling menyalakan atau apalah..kita rakyat lakukan bagian kita yg baik.
Pemerintah lakukan bagian mereka."
174,positive,"Seharusnya masalah wabah covid 19 ini tugas semua warga negara Indonesia,bukan hanya tugas pemerintah. Kita semua bersatu untuk memutuskan penyebaran virus,sehingga tidak ada kasus yang bermunculan lagi."
175,positive,"Seharusnya jangan biarkan pemerintah lawan wabah corona Sendiri. Seluruh Masyarakat Berperan. Dengan Mengikuti Aturan dan anjuran Pemerintah.
Bukan Membuat kekisruhan membuat Panik. 
Maklum dia Blm tau apa dampak, konsekuensi dari Lockdown. Sgt Berat utk skala Ekonomi NasionaL"
176,positive,"Segera sirnalah kau Covid-19 dari Indonesia.
Salah satu ikhtiar dari pemerintah dengan menerapkan PSBB semoga menjadi jalan mengurangi penularan virus corona ini.

@teriwinarno1 @lampung__01 @TheArieAirpic.twitter.com/qaKDxYiRTy"
177,positive,"Sebenernya yg di takutin pemerintah bukan ketularan corona tapi dampak dri ""after Corona"". Lu bayangin dolar udh 16 RB. Banyak pengusaha rugi puluhan milyar. Sengaja di lockdown biar tenaga kerja ga pda sakit. Jdi ekonomi msih bsa bangkit pas udh di fase aman. Pada siap 98 pt.2?"
178,positive,"sebenernya indo sudah memberlakukan lockdown secara bertahap,dengan melakukan pembatasan. tapi TS nya ga mikir sampe situ sih wkwk. coba di pikir lagi pake akal sehat,dampak lockdown terhadap indo apa? ekonomi indo udah ancu, mau makin ancur???"
179,positive,"Sebenernya gue ngerasa takut jika pemerintah memberlakukan lockdown, terkhusus di Jakarta. Dampak lockdown itu gedhe banget bos, ga segampang itu memberlakukan protokol lockdown."
180,positive,"Sebencinya kamu sama pemerintah Indonesia untuk masalah Covid-19 skrg ini. Setidaknya anda perlu bersyukur krna presiden anda bukan Trump. Emosi anda akan 30x lipat dibanding skrng. Sy sudah bersyukur, Pemerintah merespon kesalahan strategi nya trhdp Covid19. Cont: diskon wisata. https://twitter.com/TirtoID/status/1244157593540390912Â â€¦"
181,positive,"Sebenarnya mereka tahu persis dampak buruk dari Lockdown tapi justru itu tujuan mereka. Memaksa Jokowi Lockdown Indonesia, terjadi kerusuhan dan penjarahan seperti tahun 1998 maka sekali tepuk Jokowi lengser."
182,positive,"Sebenarnya bukan masalah percaya apa nggak sih, mau apa nggak aja memikirkan lbh dalam lagi aja dampak lockdown Indonesia. Kalau cuma teriak2 tidak percaya siapapun bisa."
183,positive,"Adanya virus Corona (COVID-19),di daerah kusus ibu kota Jakarta,terjadi masalah yang tidak jelas,cobah lah kita sebagai warga Negara Indonesia,patuhi peraturan yang sudah di putuskan oleh pemerintah,semua demi keslamatan kita semua,jadi tolong pengertiannya."
184,positive,"Sebenarnya @WHO itu sayang banget sama Indonesia, sampai dikirimin surat cinta segala ke pemimpinnya. 

Dan sekarang Pemerintah sudah lakuin hal itu demi menghilangkan #Covid_19 dari muka bumi."
185,positive,"sebelum pengen negara kita lockdown, pikirin dulu dampak kalo negara kita lockdown mas. Dampaknya jadi ke perekonomian kita makin kritis kalo di lockdown. Mending sadar diri aja dulu, jangan nuntut seenaknya."
186,positive,"Sebagai rakyat jelata sy ingin bilang ke pemerintah kalau pertanyaan ini gak penting dan gak perlu dijawab.
Tetaplah kerja melayani rakyat Indonesia melawan Covid 19"
187,positive,seaneh-anehnya pemerintah indonesia dalam hal covid-19 ini yang lebih aneh masyarakat yang nggak mau patuh sama imbauannya. Heran deh minta ini itu tapi saat dikasih malah ngelanggar maunya apa? Ini bukan berarti gue ngebela-bela pemerintah cuman ga habis pikir aja.
188,positive,"Seandainya pagi ini slrh rakyat Indonesia, komponen bgsa dn elit politik brdoa yg sm kpd Tuhan YME dn patuh 1 komando dg pemerintah, kita yakin badai wabah covid 19 ini pasti akn sngt cepat berlalu. #BersatuBukanBerseteru #IndonesiaBisa #GotongRoyong"
189,positive,Seandainya aku jd menham atau panglima TNI.Ada org yang terus ngeyel ke pemerintah tdk peduli siapa mereka org penting atau tidak akan saya tangkap biar suasana disaat genting tidak ada yg banyak omong.disaat perang sm covid 19 lebih baik otoriter utk jg rakyat Indonesia dr pecah
190,positive,"Sdr @RamliRizal ,
Saat ini Pemerintah, TNI @Puspen_TNI & POLRI @DivHumas_Polri , Media @PBIDI sdng sangat Focus memutuskan rantai penularan CoVID-19;  Saran sy ke Sdr: Ada baiknya bekerjasamalah dgn baik dgn elemen2 negara utk memutuskan penularan CoVID-19 di Indonesia."
191,positive,"Sdh tua harus mawas diri jangan selalu meng Krisis2 kan Pemerintah bukannya membantu sebagai Warga Indonesia yang sedang melawan Covid-19 
#DukungJokowiBasmiCorona
#DukungJokowiBasmiCorona
#DiduButuhKelon "
192,positive,"Selamat Pagi ... Mari kita dukung Pemerintah utk diminta kesadaran dari masyarakat Indonesia supaya mematuhi Imbauan Pemerintah dalam mengatasi dan mengurangi Covid 19, Kasus ini setiap hari naik terus utk itu sekali lg mari kita Dukung Anjuran Pemerintah ..."
193,positive,"Saya yakin BIN sudah mendeteksi ini dan saya percaya Presiden dan pemerintah waspada terhadap hal ini.
Hal seperti ini kan pastinya silent operation.
Inshaallah Indonesia aman pak.
Kita fokus bersatu lawan covid-19 dgn #DiRumahAjaDulu"
194,positive,"Saya yakin bahwa seluruh bangsa dan Pemerintah Indonesia dapat segera melalui badai Covid-19 dalam waktu dekat dengan mengangkat semangat gotong royong dan peduli sesama.

#Opini #adadikompas 
Baca  https://bit.ly/2UCJfOOÂ pic.twitter.com/ulXsQA1XNr"
195,positive,"Saya sgt sependapat dgn apa yg disampaikan kang @ridwankamil 
Penderita covid-19 di Indonesia ini bak fenomena gunung es, yg terlihat tdk sebesar yg tdk terlihat..
Kinerja sigap para gubernur,  bupati n walikota ini menutupi banyak kegagalan pemerintah pusat. https://twitter.com/tempodotco/status/1246003254837891072Â â€¦"
196,positive,"Saya percaya data yg diumumkan pemerintah adalah valid krn di dapatkan dari laporan seluruh rumah sakit di Indonesia yg menangani pasien Covid-19.
Saya juga percaya data real di lapangan BISA lebih banyak krn banyak yg tidak tercatat atau dilaporkan krn beberapa faktor."
197,positive,"Saya dpt informasi dari Atasan saya, bahwa kasus Covid-19 di indonesia sudah mencapai 7000 an...pemerintah menahan data agar masyarakat tak panik... Mari kita ikuti himbauhan pemerintah untuk Social Distancing....semoga wabah ini berakhir sblm Ramadhan ...#CoronaIndonesiapic.twitter.com/2CC1GWT0F3"
198,positive,"Saya dpt informasi dari Atasan saya, bahwa kasus Covid-19 di indonesia sudah mencapai 7000 an...pemerintah menahan data agar masyarakat tak panik... Mari kita ikuti himbauhan pemerintah untuk Social Distancing....semoga wabah ini berakhir sblm Ramadhan ...#CoronaIndonesiapic.twitter.com/2CC1GWT0F3"
199,positive,"Saya bersyukur, meski didesak dari mana2 @jokowi tidak frontal menerapkan konsep lockdown. 

Dia berhitung dgn cermat dampak ekonomi dan sosialnya, meski diejek sbg ""pemimpin tidak tegas"".

Kasus India bisa jadi pelajaran, bgmn lockdown jadi bumerang.

https://www.reuters.com/article/uk-health-coronavirus-southasia-idUKKBN21G0AKÂ â€¦"
200,positive,"Saya bagian dari rakyat Indonesia siap mendukung apapun kebijakan pemerintah dalam mengatasi covid 19. Tapi please, be vigilant, lebih agresif lagi langkah2nya.  Kita lebih ngga siap lagi kalau ribuan orang sakit berbarengan bukan mas? Faskes overload, tenaga medis terbatas."
201,positive,"Satu, anda salah. Lockdown BUKAN berarti aparat kesehatan & keamanan tdk bisa bergerak. Mrk HARUS bergerak tp pakai pakaian khusus.

Kedua, sy setuju jangan di lockdown. Dampak ke masy yg income dr aktivitas di jalan & harian pasti tganggu. Tapi pemrnth sgr lakukan massive-test"
202,positive,"Saran saya Pemerintah sebaiknya jangan mengurusi Orang2 kayak gini sebab apa mereka termasuk Orang2 Cengkal Ndablek Lebih Mulia mengurusi Negara Indonesia yang sedang ada Bencana Covid 19 dan Rakyat yang ada di Indonesia sangat membutuhkan banget bantuan Pemerintah. 
Makasih. https://twitter.com/narkosun/status/1249973283669168128Â â€¦"
203,positive,"Saran saya Pemerintah sebaiknya jangan mengurusi Orang2 kayak gini sebab apa mereka termasuk Orang2 Cengkal Ndablek Lebih Mulia mengurusi Negara Indonesia yang sedang ada Bencana Covid 19 dan Rakyat yang ada di Indonesia sangat membutuhkan banget bantuan Pemerintah. 
Makasih. https://twitter.com/narkosun/status/1249973283669168128Â â€¦"
204,positive,"Saran LSI agar @Jokowi berembuk dengan @SBYudhoyono dan tokoh politik lainnya tidak berguna, buang-buang waktu. Indonesia dan negara-negara lain di dunia sedang melawan COVID-19, biarkan pemerintah bekerja, jangan dialihkan ke isu politik. 

 https://republika.co.id/share/q8mdkq318Â "
205,positive,"Santai aja dulu yakan, ngemall, liburan sana-sini, haha hihi sana-sini, bilang gak takut corona, dll.
Eh pas kasus covid-19 di Indonesia parahhhhh baru geger, ha hoh ha hoh, nyalahin pemerintah, ribut sana sini~"
206,positive,"SANGAT RASIONAL, DALAM KONDISI COVID-19 SAAT INI, PEMERINTAH INDONESIA DAPAT MEMBERIKAN PENANGGUHAN KREDIT DI BANK DAERAH, BANK UMUM, BTN, BPR & LEASING UNTUK MERINGANKAN BEBAN HIDUP PARA KARYAWAN & BURUH."
207,positive,"Sama2 Brother 

Salam Jabat Hati jg untuk semuanya

Kita dukung Pemerintah yg sdg berupaya maksimal meminimalisir wabah Covid 19 ini dan semoga kita selalu terhindar.

Selalu hidup sehat...salam Indonesia Bisa "
208,positive,"Sama @fadlizon ... 
Uwong kok gak mikir ngarepr piye.. kasih solusi lah.. hitung dan kalkulasikan dampak jangka pendek dan panjangnya.. baru ngomong lockdown.. liyat tuh india.. 

Ntar kalau tetiba lockdown trus kya di india lu salahin juga pemerintah..

Enak emang nyalahin orang"
209,positive,"Salam Pemuda !
Dewan Pengurus Daerah Komite Nasional Pemuda Indonesia Kota Adminstrasi Jakarta barat mendukung program pemerintah guna memutus tali rantai penyebaran Virus covid 19 di Negara kita ini #covid19 #knpijakbar #operasidaratpic.twitter.com/isHv72Es0g"
210,positive,"Sahabat Takaful Keluarga, kami mengerti kegelisahan Sahabat atas meluasnya penyebaran Coronavirus di tanah air. Sahabat tidak perlu khawatir karena kami bersama Pemerintah Republik Indonesia selalu ada bersama Sahabat untuk melawan Covid-19. (1/3) pic.twitter.com/FxQlfHhafL"
211,positive,"Saatny kita bangkit  lawan covid 19,ayo Indonesia .... ayo bangkit ....ayo putus rantai covid 19 bersama2 bergerak....pemerintah & rakyat bersatu memutus rantai covid 19,peneliti & ilmuan segera nemuin vaksinnya....
Ikuti anjuran pemerintah
Badai pasti berlalu"
212,positive,"Saatny kita bangkit  lawan covid 19,ayo Indonesia .... ayo bangkit ....ayo putus rantai covid 19 bersama2 bergerak....pemerintah & rakyat bersatu memutus rantai covid 19,peneliti & ilmuan segera nemuin vaksinnya....
Ikuti anjuran pemerintah
Badai pasti berlalu"
213,positive,"Saat ini rasanya bukan hanya tugas pemerintah saja tapi tugas kita semua sebagai bangsa Indonesia untuk bersatu mengalahkan covid 19.
Pertanyaan untuk anda, apa yang sudab anda lakukan untuk membantu pemerintah dalam hal ini?"
214,positive,"Saat ini negara Indonesia sedang dilanda virus covid 19.Untuk membantu pemerintah,kita wajib menggunakan masker,walaupun saat ini masker menjadi barang yg sangat langka dan mahal, kita bisa membuat masker dari bahan bahan yg tidak terpakai.
#malammalamberikanakupulsapic.twitter.com/NtfqkiXLtb"
215,positive,"Rumah sakit di Indonesia banyak bro. Mungkin baru tahap pendistribusian. Berita siang ini ada 100 ribu APD yg siap didistribusikan di seluruh RS rujukan covid 19. Jadi mari kita support pemerintah , tenaga medis yg berjuang. Stok menyalahkan pemerintah"
216,positive,Rohmat Sayful Affandi 195040200111001 #Covid19Out #meme #coffindance Dalam menekan penyebaran virus COVID-19 pemerintah menghimbau kepada masyarakat indonesia agar tidak beraktifitas diluar dumah. nah teman-teman hayoo jangan keluyuran kalau ngga mau diajak joget sama om-om ini. pic.twitter.com/kSPiOVyiDf
